make,model,year,price,odometer
Tesla,Model 3,2020,27750.0,49716
Cadillac,XT5,2017,19990.0,143000
Suzuki,Ignis,2024,18475.0,5
Hyundai,Terracan,2003,4890.0,240000
Honda,ZR-V,2023,32800.0,28900
Kia,XCeed,2023,23499.0,33031
Opel,Astra,2006,3949.0,169596
Suzuki,Swift,2024,18890.0,2000
CUPRA,Formentor,2022,24800.0,24934
Honda,CR-V,2011,12990.0,90543
Audi,A4,2015,19450.0,137000
Peugeot,508,2019,19990.0,82721
Jaguar,F-Pace,2019,22900.0,87000
Land-Rover,Range Rover Velar,2021,30900.0,131640
Audi,Q3,2020,26488.0,61231
SEAT,Ibiza,2023,15950.0,18256
Chevrolet,Corvette,1965,659900.0,0
Kia,ProCeed / pro_cee'd,2022,25490.0,30844
Land-Rover,Range Rover Velar,2020,62750.0,53230
Land-Rover,Range Rover Sport,2023,101995.0,24822
Alfa-Romeo,Stelvio,2021,31490.0,49000
Hyundai,iX20,2019,9900.0,69000
Dodge,RAM,2023,115870.0,11763
Maserati,3200,1999,25899.0,75056
Skoda,Karoq,2019,17875.0,20699
Volkswagen,T-Roc,2023,19550.0,45188
Audi,Q5,2016,24990.0,99980
Dodge,RAM,2020,57000.0,58900
Ford,Focus,2015,9900.0,195000
Audi,A3,2021,22990.0,29122
Corvette,C8,2023,139900.0,500
Dacia,Duster,2022,15490.0,56511
Kia,Sorento,2020,24990.0,62350
BMW,X1,2024,36189.0,9468
Citroen,C4,2024,14950.0,2700
Dodge,RAM,2021,84640.0,43398
Audi,A6,1999,2450.0,168000
Kia,Sportage,2022,22999.0,32421
SEAT,Leon,2009,5999.0,172332
BMW,420,2013,12990.0,233000
Renault,Megane,2006,5990.0,210000
Audi,A3,2019,17600.0,41050
SEAT,Ateca,2020,17200.0,124000
Maserati,GranTurismo,2013,59900.0,61000
Dacia,Dokker,2016,11900.0,110737
Rolls-Royce,Corniche,1986,97000.0,80000
Lexus,ES 300,2022,35900.0,31628
Tesla,Model S,2017,31790.0,59871
Land-Rover,Discovery,2018,24900.0,111000
Honda,Civic,2010,8990.0,115000
Cadillac,CTS,2019,89950.0,37654
Fiat,500,2022,9990.0,34300
Honda,CR-Z,2010,6950.0,176000
Lexus,NX 300,2018,27390.0,52370
Cadillac,Escalade,2015,29999.0,175210
Kia,Stonic,2025,23390.0,10
SEAT,Leon,2024,28995.0,1000
Volvo,XC90,2024,69995.0,12056
Hyundai,H-1,2012,4499.0,124196
Lexus,ES 300,2019,36990.0,44829
Opel,Mokka,2022,15341.0,63223
Jeep,Avenger,2024,21900.0,17900
Peugeot,3008,2018,14700.0,98000
Lexus,UX 250h,2021,26990.0,69041
Suzuki,SX4,2010,3800.0,179750
Nissan,Micra,2021,12900.0,72100
Toyota,C-HR,2022,24890.0,14863
Fiat,Tipo,2019,9900.0,42000
Fiat,Bravo,2009,1995.0,199035
Aston-Martin,Vantage,2023,143000.0,16000
BMW,320,2021,22890.0,69980
Cadillac,Seville,1985,12000.0,85000
Lexus,ES 300,2020,37500.0,25120
Skoda,Octavia,2015,11480.0,181500
SEAT,Ibiza,2014,8999.0,167309
Alfa-Romeo,Giulietta,2017,21950.0,75650
Fiat,Tipo,2018,11900.0,69886
Lamborghini,Urus,2020,279950.0,39203
Suzuki,Vitara,2024,22985.0,5
Cadillac,SRX,2006,8500.0,169000
Ford,Focus,2008,6950.0,99720
Citroen,C4,2021,19990.0,17300
Skoda,Enyaq,2022,22990.0,20636
Honda,HR-V,2016,14100.0,78200
Hyundai,i10,2021,10290.0,48155
Chevrolet,Aveo,2008,3350.0,71099
Chevrolet,Corvette,2004,24990.0,143000
Cadillac,Eldorado,1976,59995.0,116431
Cadillac,XT4,2023,34400.0,22877
Maserati,Ghibli,2017,29990.0,129491
Toyota,Yaris,2023,20190.0,15979
Lexus,CT 200h,2017,14900.0,105000
Toyota,Prius,2018,14900.0,94597
Jaguar,I-Pace,2023,49950.0,6235
Hyundai,i30,2025,23995.0,10
Cadillac,SRX,2009,8400.0,152963
Bentley,Continental,2012,94900.0,85000
Tesla,Model 3,2020,26921.0,65464
Alfa-Romeo,Tonale,2024,30990.0,22256
Chevrolet,Spark,2013,4999.0,68000
Tesla,Model X,2016,40000.0,500
Corvette,C1,1962,89900.0,2800
Lexus,NX 300h,2015,20900.0,79794
Dacia,Jogger,2023,25950.0,16600
Alfa-Romeo,156,2002,29000.0,113680
SEAT,Leon,2016,15550.0,150000
Cadillac,CTS,2016,51000.0,55000
Honda,CR-V,2024,39950.0,12700
Corvette,C4,1987,16000.0,100000
Volvo,V60,2019,22450.0,50933
Tesla,Model 3,2019,16945.0,115635
Dacia,Duster,2015,9900.0,207333
Citroen,Spacetourer,2024,36790.0,22
Tesla,Model 3,2021,28450.0,88906
Jeep,Renegade,2024,25485.0,14946
Chevrolet,Captiva,2014,5999.0,155900
Kia,Stonic,2024,19998.0,14975
Fiat,Tipo,2018,9500.0,134588
Volkswagen,Passat Variant,2001,1190.0,325000
Jeep,Compass,2022,24990.0,42070
Skoda,Scala,2020,15400.0,50755
Jaguar,E-Pace,2018,23800.0,75260
Opel,Insignia,2017,17650.0,35500
Renault,Master,2013,9990.0,265000
Lamborghini,Aventador,2012,284900.0,21900
Honda,NSX,2019,237500.0,5468
Skoda,Octavia,2019,21990.0,76200
Skoda,Octavia,2007,1880.0,231103
Lexus,GS 300,2018,24990.0,79000
SEAT,Ibiza,2022,11450.0,85000
Renault,Clio,2020,9778.0,93985
Corvette,C4,1993,22000.0,1000
Chevrolet,Captiva,2012,3300.0,119400
Bentley,Arnage,2001,36900.0,128537
BMW,330,2019,25950.0,120122
Skoda,Superb,2019,22749.0,94750
Opel,Mokka,2023,21970.0,15550
Mercedes-Benz,GLE 350,2021,52500.0,99986
BMW,318,2021,18500.0,169000
Lexus,NX 300h,2018,29800.0,49016
Alfa-Romeo,Tonale,2022,25900.0,22000
Alfa-Romeo,Stelvio,2021,35770.0,35877
Opel,Grandland,2024,23890.0,8300
Hyundai,i30,2020,15490.0,56500
BMW,118,2013,8999.0,189687
Citroen,Jumpy,2015,6000.0,204000
Renault,Captur,2018,13990.0,76256
Ford,Kuga,2016,13950.0,161840
Citroen,C3,2023,11990.0,35000
Lexus,NX 350h,2024,47690.0,9
Jaguar,E-Pace,2024,42900.0,17976
Ford,Fiesta,2008,2735.0,202470
Jeep,Avenger,2023,19560.0,17578
Tesla,Model Y,2024,37450.0,3500
Suzuki,SX4,2010,5300.0,124234
Ford,Focus,2021,16900.0,69925
Suzuki,Vitara,2023,17400.0,38000
Volvo,S60,2021,29999.0,44000
Skoda,Karoq,2024,29880.0,20
Skoda,Octavia,2016,14990.0,104000
Aston-Martin,DB9,2004,69985.0,4200
Renault,Twingo,2020,9200.0,85380
Ford,Fiesta,2008,4950.0,89100
Opel,Astra,2017,8600.0,125500
Peugeot,Rifter,2025,24799.0,20
Chevrolet,Corvette,2024,127200.0,1
Lexus,UX 200,2020,24900.0,72000
Kia,Sorento,2020,39999.0,44933
Tesla,Model X,2019,46500.0,169000
Peugeot,208,2022,12249.0,20340
Ford,Mondeo,2016,10650.0,126290
Porsche,Taycan,2021,59700.0,43100
Skoda,Yeti,2014,10900.0,143654
Renault,Talisman,2018,12500.0,147000
Suzuki,Vitara,2022,20900.0,34000
Nissan,Qashqai,2008,4350.0,174000
Dodge,RAM,2020,45800.0,153300
Kia,Stonic,2018,14900.0,67769
Jeep,Renegade,2021,18100.0,55678
Jaguar,XK8,2000,19900.0,98000
Lexus,RX 450h,2023,67450.0,10000
Dacia,Logan,2022,14990.0,12743
Lexus,UX 250h,2019,19960.0,87700
Jeep,Compass,2020,24190.0,35410
Audi,A6,2016,18950.0,244000
Jeep,Compass,2021,24149.0,48666
Nissan,X-Trail,2018,19490.0,70800
BMW,116,2017,10900.0,126800
Audi,A4,2016,15200.0,264000
Honda,Civic,2015,13490.0,122261
Porsche,Cayenne,2015,25940.0,216611
Volvo,XC60,2021,29490.0,50000
Suzuki,S-Cross,2022,23500.0,15
Renault,Megane,2010,4750.0,172283
Tesla,Model 3,2020,27990.0,78436
SEAT,Ibiza,2009,2490.0,133711
CUPRA,Formentor,2023,33980.0,14200
Skoda,Superb,2021,30749.0,89450
Lexus,RX 450h,2015,18926.0,122594
Bentley,Continental GT,2011,69000.0,80700
Chevrolet,Corvette,2024,199900.0,1
Tesla,Model X,2018,34950.0,62136
Skoda,Fabia,2022,13900.0,37140
Lexus,UX 250h,2021,26690.0,27507
Chevrolet,Corvette,2023,164990.0,13000
BMW,318,2016,19990.0,118678
Suzuki,Swift,2024,16990.0,4000
Opel,Ampera,2013,9949.0,117543
Land-Rover,Range Rover Evoque,2021,33999.0,53000
Peugeot,208,2017,9980.0,37924
Fiat,500L,2022,15400.0,43700
Tesla,Model 3,2021,28400.0,72937
Mercedes-Benz,B 170,2005,1999.0,232422
Skoda,Karoq,2020,26990.0,26673
Nissan,X-Trail,2025,41970.0,5
Jeep,Gladiator,2021,43900.0,53655
Lexus,NX 300,2020,34990.0,72760
SEAT,Ibiza,2011,3500.0,204416
Cadillac,BLS,2006,4000.0,320000
Citroen,C3,2013,5500.0,122000
Audi,A3,2013,7950.0,192041
Mercedes-Benz,GLC 300,2021,37850.0,62130
Cadillac,CTS,2010,39950.0,136963
Chevrolet,Spark,2011,3390.0,126000
Mercedes-Benz,C 200,2004,5990.0,198000
Audi,A4,2017,19900.0,142500
SEAT,Arona,2021,16490.0,27905
Jeep,Compass,2023,34490.0,0
Fiat,Tipo,2017,8500.0,70000
Peugeot,208,2021,15200.0,4800
Renault,Kadjar,2022,17950.0,14731
Cadillac,Escalade,2007,7700.0,290000
Hyundai,TUCSON,2018,16980.0,92083
Nissan,Qashqai,2019,20990.0,70000
Nissan,X-Trail,2017,16900.0,92400
Mercedes-Benz,CLA 200,2018,15900.0,159000
Hyundai,TUCSON,2025,33995.0,10
Mercedes-Benz,CLA 220,2023,36900.0,47753
Suzuki,Jimny,2001,4990.0,135000
Suzuki,Vitara,2019,16799.0,133114
Chevrolet,Camaro,2019,34965.0,94100
Mercedes-Benz,C 200,2022,34880.0,41400
Renault,Captur,2014,7950.0,172587
Bentley,Continental GT,2016,97900.0,86100
Hyundai,i20,2020,12995.0,16732
Mercedes-Benz,GLA 35 AMG,2021,36470.0,81926
Tesla,Model 3,2019,24950.0,38370
Dodge,RAM,2020,59230.0,206734
Suzuki,Vitara,2015,14995.0,90886
Volvo,XC60,2017,28950.0,37250
Hyundai,TUCSON,2021,23990.0,67645
Lexus,NX 450h+,2024,59990.0,10
Citroen,Grand C4 Picasso,2015,7499.0,169430
Mercedes-Benz,CLA 200,2023,32990.0,14980
Audi,Q2,2017,19690.0,40000
Renault,Clio,2025,17990.0,11
Volvo,XC60,2022,39750.0,38145
Rolls-Royce,Cloud,1965,65000.0,80000
Renault,Kadjar,2022,18950.0,20079
Mercedes-Benz,GLA 200,2017,19880.0,60000
Opel,Crossland,2022,15500.0,71000
Volkswagen,Golf,2017,6250.0,233525
Volvo,XC40,2021,26890.0,34800
Toyota,C-HR,2019,19849.0,30765
Lexus,NX 450h+,2022,43500.0,63562
Dacia,Sandero,2022,10756.0,64259
Ford,Kuga,2016,11990.0,155000
Jaguar,F-Type,2014,36950.0,127723
Porsche,944,1986,17480.0,255000
Citroen,C3,2022,12900.0,17852
Ford,Focus,2021,10900.0,111690
Toyota,Corolla,2006,2450.0,175000
Chevrolet,Spark,2013,4190.0,74790
Jeep,Renegade,2019,14900.0,36206
Volkswagen,T-Roc,2021,18200.0,43000
Kia,Niro,2019,15990.0,117753
Lamborghini,Huracán,2022,449000.0,400
Audi,A1,2015,8500.0,115780
Citroen,C5 Aircross,2021,24680.0,38084
Jeep,Compass,2022,24990.0,38891
Dodge,Durango,2011,17000.0,250000
Ford,Kuga,2022,23480.0,61634
Audi,A3,2023,27400.0,9479
Jaguar,XE,2016,16990.0,56957
Lamborghini,Huracán,2015,154999.0,12000
Tesla,Model X,2020,49990.0,40000
Peugeot,5008,2020,19950.0,115000
SEAT,Ateca,2021,20750.0,64143
Tesla,Model 3,2019,23345.0,78352
Opel,Astra,2024,20960.0,10
Tesla,Model 3,2020,26900.0,29000
Tesla,Model Y,2023,42945.0,71469
Volkswagen,Golf,2012,4499.0,246068
Nissan,Leaf,2022,14990.0,18817
Land-Rover,Range Rover Evoque,2018,18990.0,78000
Jeep,Renegade,2017,16490.0,69615
Renault,Grand Scenic,2010,2950.0,160301
Lexus,UX 250h,2020,27950.0,61769
Tesla,Model 3,2019,24950.0,40110
Alfa-Romeo,Junior,2024,34990.0,15
Skoda,Octavia,2017,9950.0,200000
Lexus,RX 400,2007,10950.0,172477
Mercedes-Benz,C 300,2021,33900.0,43906
Audi,A3,2019,20990.0,160906
Jaguar,I-Pace,2020,33990.0,28265
Cadillac,Deville,1960,38000.0,50000
Suzuki,Jimny,2024,59950.0,10
SEAT,Ateca,2018,16490.0,78029
Opel,Astra,2010,5999.0,152539
CUPRA,Terramar,2025,47880.0,300
Kia,Ceed / cee'd,2024,23200.0,6000
Nissan,Qashqai,2015,12500.0,69900
Nissan,Evalia,2015,13690.0,39509
Alfa-Romeo,166,1999,3300.0,152000
Mercedes-Benz,E 350,2016,18990.0,216900
Ford,Ka/Ka+,2019,9600.0,45000
Nissan,Primastar,2023,38980.0,14750
Skoda,Octavia,2022,30499.0,20749
Alfa-Romeo,Stelvio,2020,18790.0,181890
Tesla,Model 3,2021,27850.0,58644
Jaguar,E-Pace,2019,22900.0,76264
Alfa-Romeo,Giulia,2023,37990.0,46886
Tesla,Model S,2018,29490.0,133334
Chevrolet,Cruze,2011,2500.0,192000
Renault,Twingo,2005,3600.0,49452
Honda,CR-V,2010,7999.0,209473
Hyundai,i20,2015,6380.0,144800
Audi,S3,2018,27850.0,67132
SEAT,Ateca,2025,23190.0,20
Mercedes-Benz,A 200,2020,24880.0,71183
Renault,Twingo,2010,3250.0,199430
Mercedes-Benz,A 200,2013,11900.0,316537
Suzuki,Swift,2017,11250.0,61585
Jeep,Cherokee,2015,13900.0,160000
SEAT,Ibiza,2011,3650.0,199950
Opel,Grandland,2023,21490.0,50
Nissan,Juke,2020,14900.0,75821
Fiat,Panda,2024,11950.0,120
Mercedes-Benz,C 180,2023,37740.0,7633
Jaguar,XJ,2013,14000.0,181699
Opel,Grandland,2018,15491.0,63198
Toyota,Avensis,2001,4250.0,129000
CUPRA,Formentor,2022,29890.0,7779
Chevrolet,Cruze,2013,8900.0,133048
Renault,Twingo,2017,7450.0,56695
Citroen,C4,2024,19390.0,0
Chevrolet,Camaro,1969,198000.0,805
Dacia,Sandero,2024,16500.0,10
Renault,Clio,2012,3995.0,142980
CUPRA,Formentor,2021,21900.0,28100
Lexus,IS 300,2018,27495.0,67676
Lexus,RX 450h,2016,32450.0,94000
Volvo,XC40,2020,21995.0,85440
Land-Rover,Defender,2024,95000.0,16500
Corvette,C7,2017,68450.0,47021
Land-Rover,Range Rover Evoque,2019,25880.0,144000
Ford,Transit Custom,2021,26780.0,36183
Ford,Fiesta,2010,4990.0,147283
Jaguar,F-Pace,2016,23900.0,87458
Land-Rover,Range Rover,2002,6950.0,209410
Suzuki,Jimny,2013,16950.0,40328
Citroen,C5 Aircross,2019,10499.0,220164
Skoda,Kodiaq,2019,24990.0,68291
Suzuki,Splash,2009,2990.0,145488
Dodge,RAM,2023,96733.0,18885
Nissan,Cube,2010,5975.0,198500
Jaguar,E-Pace,2019,22800.0,111412
Maserati,GranTurismo,2020,116900.0,17161
Land-Rover,Discovery Sport,2019,26666.0,39000
Kia,XCeed,2024,23770.0,9999
Cadillac,Escalade,2017,38000.0,119000
Fiat,Tipo,2021,13490.0,60000
Citroen,Nemo,2015,4690.0,204341
Ford,Puma,2000,2950.0,64480
Volvo,XC40,2021,23990.0,79957
Nissan,Qashqai,2022,24950.0,32731
Ferrari,296,2024,379000.0,94
Suzuki,Vitara,2021,17900.0,50616
Aston-Martin,DBX,2022,249900.0,13000
Kia,Sportage,2015,10400.0,123900
Cadillac,Escalade,2006,19950.0,226659
SEAT,Ibiza,2017,10445.0,80335
Lamborghini,Huracán,2015,184900.0,91000
CUPRA,Leon,2021,32450.0,28612
Audi,e-tron,2022,28905.0,33326
Cadillac,ATS,2015,31999.0,95000
Ford,Mondeo,2017,19690.0,56969
Volvo,XC90,2020,41900.0,124200
Audi,A6,2016,14899.0,193669
Chevrolet,Matiz,2007,2699.0,72000
CUPRA,Formentor,2023,25999.0,15
SEAT,Ateca,2022,25490.0,21016
Fiat,500C,2013,7400.0,68000
Tesla,Model Y,2022,41900.0,34600
Renault,Captur,2014,8950.0,133531
Honda,HR-V,2017,13900.0,97602
Peugeot,107,2010,3900.0,82000
Fiat,600,2023,21950.0,28
Maserati,Ghibli,2017,27900.0,98000
Nissan,Juke,2023,18990.0,18105
Citroen,C4,2024,24490.0,25500
Mercedes-Benz,EQE 350,2024,51970.0,3148
Skoda,Octavia,2016,16190.0,99287
Cadillac,CTS,2016,21990.0,175000
Volvo,XC40,2023,25890.0,55824
Volkswagen,Golf Sportsvan,2015,8299.0,151935
Hyundai,TUCSON,2024,27995.0,1750
Citroen,Grand C4 SpaceTourer,2021,16780.0,77758
Volvo,XC60,2017,15990.0,129000
Peugeot,2008,2022,20900.0,28266
Jaguar,E-Pace,2019,29490.0,53000
Renault,Espace,2014,10910.0,169548
Lexus,RX 450h,2015,25000.0,58000
Jaguar,XE,2020,27900.0,46650
Kia,Sorento,2021,35970.0,47197
Jaguar,I-Pace,2018,23950.0,115539
Nissan,Leaf,2023,16900.0,12580
Peugeot,RCZ,2015,14500.0,114000
Dacia,Jogger,2023,16500.0,45000
Bentley,Arnage,1999,29900.0,99000
Opel,Combo,2022,17980.0,89226
Skoda,Octavia,2019,12490.0,125000
Volvo,V60,2014,9790.0,143000
Jaguar,XF,2021,29950.0,56806
BMW,530,2017,23989.0,144750
CUPRA,Born,2022,26500.0,32363
Bentley,Continental,2007,36700.0,75900
Cadillac,Eldorado,1973,11500.0,130000
Fiat,Panda,2023,11950.0,31000
Suzuki,Swift,2018,11800.0,63300
Mercedes-Benz,E 300,2013,15450.0,212500
Fiat,Doblo,2024,29890.0,10
Land-Rover,Range Rover Velar,2021,50690.0,46200
Nissan,Micra,2019,9990.0,59469
Mercedes-Benz,CLA 220,2016,16900.0,99000
Corvette,C3,1968,25000.0,15000
Hyundai,SANTA FE,2022,36985.0,19582
BMW,120,2005,7495.0,106806
Peugeot,308,2015,5250.0,238683
Citroen,C3,2022,15990.0,6785
Suzuki,S-Cross,2022,23980.0,13990
Cadillac,ATS,2015,13500.0,165000
Volvo,V40,2015,6199.0,342266
Volkswagen,T-Cross,2019,16750.0,83091
Fiat,New Panda,2022,11900.0,48825
Peugeot,308,2022,18975.0,32808
Honda,Jazz,2024,20990.0,8832
CUPRA,Terramar,2024,46490.0,10
Ferrari,296 GTB,2024,419970.0,141
Ford,Fiesta,2018,12450.0,41171
Mercedes-Benz,GLA 200,2017,17400.0,128500
Volvo,XC60,2017,23890.0,164689
Chevrolet,Cruze,2013,2300.0,257000
Renault,Twingo,2010,6999.0,110000
Dacia,Sandero,2021,12550.0,29092
Cadillac,CTS,2014,64990.0,69742
Suzuki,S-Cross,2024,21290.0,10
Toyota,Yaris,2018,12469.0,21500
Volkswagen,Passat CC,2018,16990.0,121990
Peugeot,2008,2015,6990.0,144000
Suzuki,Swift,2024,19950.0,5000
Citroen,C5 Aircross,2020,14490.0,160000
Opel,Corsa,2024,20900.0,8577
BMW,316,2013,12990.0,105000
Fiat,Panda,2022,9500.0,27500
Opel,Mokka,2023,20950.0,18174
Fiat,Panda,2018,10900.0,45841
Citroen,C3,2021,10990.0,70000
Cadillac,BLS,2008,4000.0,332194
Honda,CR-V,2016,13999.0,78134
Audi,A3,2004,3690.0,309830
Jaguar,XE,2021,23895.0,74000
Ford,Focus,2022,16990.0,36588
Lexus,RX 350,2024,71900.0,5
Toyota,C-HR,2017,19950.0,40759
Jeep,Avenger,2024,29999.0,168
Mercedes-Benz,GLA 180,2016,16900.0,72303
Citroen,C1,2011,4250.0,123796
Jaguar,E-Pace,2021,28200.0,86064
Chevrolet,Captiva,2012,7800.0,199000
Ford,Kuga,2015,13690.0,92590
Skoda,Octavia,2021,20750.0,50600
CUPRA,Formentor VZ5,2024,55990.0,3000
CUPRA,Formentor,2022,27950.0,11550
Citroen,C3 Aircross,2022,13900.0,58419
Land-Rover,Discovery Sport,2023,36900.0,52200
BMW,316,2014,10990.0,127122
Tesla,Model 3,2019,24950.0,40010
Aston-Martin,V8,2023,129880.0,9989
BMW,325,2006,9950.0,144000
Chevrolet,Aveo,2008,3450.0,108000
Fiat,500X,2023,16450.0,24108
Ford,Mondeo,2013,4899.0,160000
Cadillac,STS,2006,8500.0,169000
Dacia,Logan,2010,2995.0,181742
Fiat,Panda,2015,5800.0,177000
Suzuki,SX4,2013,5400.0,176719
Chevrolet,Camaro,2021,55000.0,17038
Ford,Focus,2007,2990.0,175184
Opel,Grandland,2023,19900.0,19669
Volkswagen,Taigo,2024,24870.0,25778
Skoda,Karoq,2023,32900.0,29567
CUPRA,Terramar,2024,38500.0,100
Nissan,Qashqai,2024,24880.0,18959
Fiat,Panda,2010,1995.0,162076
Volkswagen,T-Cross,2019,18990.0,51000
Land-Rover,Defender,2002,19990.0,224888
Mercedes-Benz,E 400,2013,19499.0,207614
Tesla,Model S,2018,32000.0,136000
Hyundai,TUCSON,2021,21950.0,113230
BMW,320,2019,24960.0,55860
Bentley,Continental GTC,2018,139999.0,39249
Ford,Fiesta,2012,5990.0,119183
Maserati,Biturbo,1991,5990.0,122701
Lexus,RX 450h,2011,14950.0,212918
Volvo,V60,2022,33990.0,49900
Fiat,500X,2023,14489.0,48808
Opel,Corsa,2021,10950.0,30000
Volvo,V60,2014,6995.0,206682
Dodge,RAM,2023,101549.0,2
CUPRA,Ateca,2025,38990.0,50
Mercedes-Benz,S 63 AMG,2014,86900.0,113000
Kia,Rio,2022,12770.0,74800
Land-Rover,Range Rover,2025,153021.0,0
Lexus,UX 250h,2020,23990.0,49000
Audi,A6,2015,20500.0,156000
Chevrolet,Captiva,2008,1400.0,260000
Cadillac,Fleetwood,1984,14900.0,75000
Audi,e-tron,2022,35290.0,22600
Toyota,C-HR,2017,19900.0,80577
Volvo,V40,2019,12450.0,91717
BMW,X1,2022,24995.0,49267
Citroen,C4,2012,5790.0,101167
Rolls-Royce,Spectre,2024,841900.0,80
Corvette,C8,2023,84999.0,3381
Fiat,Panda,2022,10500.0,26183
Skoda,Scala,2020,11800.0,47943
Tesla,Model S,2015,32900.0,125700
Corvette,C5,2000,25880.0,51990
Bentley,Flying Spur,2022,209900.0,5750
Dodge,Challenger,2024,99900.0,1600
BMW,316,2017,9990.0,163365
Dacia,Duster,2020,11700.0,102485
Dacia,Spring,2023,10950.0,19374
Chevrolet,Orlando,2013,8490.0,162916
Ford,Grand Tourneo,2015,10300.0,183679
Citroen,Grand C4 Picasso,2011,3950.0,169978
Volkswagen,Passat,2004,2950.0,120000
Hyundai,TUCSON,2020,20750.0,76900
SEAT,Ibiza,2010,5925.0,203128
Kia,Stonic,2024,20800.0,23018
Mercedes-Benz,B 200,2008,2900.0,290000
Land-Rover,Discovery,2020,39950.0,61450
Opel,Corsa,2021,11450.0,35200
Nissan,Micra,2022,13500.0,33941
Volvo,C40,2022,35950.0,16694
Opel,Meriva,2011,5200.0,187863
BMW,316,2023,35900.0,20000
BMW,118,2008,5999.0,160619
Ford,Edge,2019,26800.0,100150
Volvo,C70,2001,4450.0,197827
Kia,Sportage,2023,33949.0,18385
Tesla,Model 3,2019,21945.0,85589
Nissan,Qashqai,2018,16480.0,83329
Jeep,Renegade,2021,17990.0,46000
Dacia,Spring,2022,12990.0,1950
Volvo,XC40,2025,35495.0,10
Bentley,Continental GT,2008,64900.0,17405
Skoda,Octavia,2012,7900.0,160000
Corvette,Z06,2015,70500.0,29874
Lexus,RC 300h,2016,22990.0,166300
Opel,Insignia,2015,4750.0,276076
Mercedes-Benz,GLC 200,2020,29950.0,112000
Ford,Mondeo,2013,4899.0,160000
Cadillac,XT5,2018,27490.0,62200
CUPRA,Formentor,2023,27450.0,17115
Volvo,XC60,2018,29770.0,73050
Opel,Corsa,2023,15980.0,12321
Alfa-Romeo,Stelvio,2021,28990.0,67288
Kia,Ceed / cee'd,2024,23200.0,5400
Dacia,Lodgy,2013,3990.0,150000
Toyota,Yaris,2015,10950.0,165890
Nissan,Pixo,2011,3440.0,142360
Toyota,Yaris,2021,18900.0,32480
Opel,Corsa-e,2020,14950.0,51471
Hyundai,Terracan,2005,9200.0,102254
Volvo,XC40,2019,21500.0,132000
Kia,Sportage,2020,17990.0,75000
Ford,Ka/Ka+,2009,2885.0,165604
Ford,Fiesta,2001,480.0,150212
Dacia,Duster,2024,25900.0,530
Lamborghini,Huracán,2018,245000.0,21000
Opel,Astra,2008,9950.0,170642
Chevrolet,Kalos,2006,500.0,99500
Hyundai,i20,2017,8990.0,69490
Mercedes-Benz,CLA 180,2024,32990.0,16916
Ford,Focus,2021,12733.0,67576
Fiat,500,2016,9990.0,35400
Nissan,Qashqai,2015,11875.0,127210
Lamborghini,Huracán,2024,329000.0,1049
BMW,318,2016,10800.0,179273
Ford,Kuga,2017,14900.0,70900
Jaguar,F-Pace,2020,36220.0,57900
Volkswagen,Passat Variant,2024,35890.0,26000
Mercedes-Benz,S 500,2016,31998.0,160000
Audi,Q5,2020,28800.0,55795
Corvette,C3,1969,36000.0,15000
Honda,Jazz,2021,16900.0,37313
Jeep,Wrangler,2016,31890.0,95000
Jeep,Compass,2020,23990.0,94191
Mercedes-Benz,S 500,2006,14990.0,143576
Peugeot,e-208,2020,14649.0,54313
BMW,520,2008,4499.0,287500
Citroen,C3,2022,12490.0,11260
Peugeot,2008,2018,12649.0,95467
Alfa-Romeo,Stelvio,2022,37900.0,45893
Honda,HR-V,2022,25900.0,50101
Nissan,Qashqai,2023,21330.0,39544
SEAT,Leon,2010,4945.0,161173
Audi,RS3,2024,59990.0,2998
Hyundai,KONA,2018,11990.0,82356
Mercedes-Benz,E 220,2005,4990.0,278508
Volkswagen,T-Roc,2022,25990.0,31018
Mercedes-Benz,C 160,2017,14990.0,101865
Opel,Mokka,2021,20950.0,47678
Alfa-Romeo,Giulia,2022,32200.0,36000
Renault,Kangoo,2020,10600.0,53788
Tesla,Model Y,2023,49500.0,19424
Suzuki,Vitara,2024,23674.0,3500
Fiat,500X,2020,15950.0,65900
Jeep,Renegade,2021,16200.0,88000
Cadillac,Escalade,2007,34950.0,63602
Jaguar,F-Pace,2024,66990.0,27505
Honda,Jazz,2020,18500.0,66436
Citroen,Spacetourer,2018,20700.0,151889
Renault,Clio,2024,17500.0,15
Jaguar,F-Pace,2020,24900.0,89500
Jeep,Renegade,2020,18990.0,61000
Kia,Soul,2015,8700.0,79470
Opel,Crossland X,2018,12150.0,81300
SEAT,Leon,2020,13970.0,60800
Dodge,RAM,2020,84579.0,103000
CUPRA,Formentor,2024,33450.0,750
Opel,Grandland X,2024,20590.0,26983
Lexus,NX 300,2019,26950.0,77000
Jeep,Grand Cherokee,2018,22700.0,167000
Cadillac,ATS,2014,19000.0,49294
Fiat,Doblo,2011,9890.0,89148
Lexus,RX 450h,2018,35900.0,67170
Cadillac,ATS,2016,36000.0,54000
BMW,118,2021,26900.0,51000
Honda,HR-V,2016,12900.0,136258
Cadillac,Escalade,2015,35500.0,153000
Toyota,Yaris,2018,10400.0,97118
Ferrari,360,2004,98999.0,74161
Volvo,XC90,2021,58950.0,42452
Tesla,Model 3,2019,30999.0,37700
Hyundai,IONIQ 5,2021,22750.0,76600
Tesla,Model X,2020,43400.0,148500
